FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUBSECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
LOCAL,81,Department of Streets and Sanitation,0100,Corporate Fund,1045,Bureau of Forestry,2060,Bureau of Forestry,3137,Tree Removal,0000,,2 0,54,7975,Tree Trimmer,Hourly,6,1,41.00,515923.00
LOCAL,81,Department of Streets and Sanitation,0100,Corporate Fund,1045,Bureau of Forestry,2060,Bureau of Forestry,3137,Tree Removal,0000,,2 0,54,7975,Tree Trimmer,Hourly,2,1,40.00,167149.00
LOCAL,81,Department of Streets and Sanitation,0100,Corporate Fund,1045,Bureau of Forestry,2060,Bureau of Forestry,3137,Tree Removal,0000,,2 0,54,7975,Tree Trimmer,Hourly,10,1,37.00,773760.00
LOCAL,81,Department of Streets and Sanitation,0100,Corporate Fund,1045,Bureau of Forestry,2060,Bureau of Forestry,3137,Tree Removal,0000,,2 0,54,7975,Tree Trimmer,Hourly,4,1,33.00,275059.00
LOCAL,81,Department of Streets and Sanitation,0100,Corporate Fund,1045,Bureau of Forestry,2060,Bureau of Forestry,3137,Tree Removal,0000,,2 0,8,7183,Motor Truck Driver,Hourly,1,1,40.00,83075.00
LOCAL,81,Department of Streets and Sanitation,0100,Corporate Fund,1045,Bureau of Forestry,2060,Bureau of Forestry,3137,Tree Removal,0000,,2 0,8,7183,Motor Truck Driver,Hourly,6,1,39.00,489840.00
LOCAL,81,Department of Streets and Sanitation,0100,Corporate Fund,1045,Bureau of Forestry,2060,Bureau of Forestry,3137,Tree Removal,0000,,1 00,0,0012,Contract Wage Increment - Prevailing Rate,Annual,0,0,28809.00,28809.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1105,Office of the Commissioner,2105,Commissioner's Office,3201,General Support,0000,,1 00,9,9984,Commissioner of Transportation,Annual,1,1,204756.00,204756.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1105,Office of the Commissioner,2105,Commissioner's Office,3201,General Support,0000,,1 00,9,9813,Managing Deputy Commissioner,Annual,2,1,152772.00,305544.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1105,Office of the Commissioner,2105,Commissioner's Office,3201,General Support,0000,,1 00,9,9679,Deputy Commissioner,Annual,1,1,132564.00,132564.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1105,Office of the Commissioner,2105,Commissioner's Office,3201,General Support,0000,,1 00,9,9660,First Deputy Commissioner,Annual,1,1,166992.00,166992.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1105,Office of the Commissioner,2105,Commissioner's Office,3201,General Support,0000,,3 00,0,1430,Policy Analyst,Annual,1,1,85224.00,85224.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1105,Office of the Commissioner,2105,Commissioner's Office,3201,General Support,0000,,BX 15,10,0802,Executive Administrative Assistant II,Annual,1,1,71196.00,71196.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1105,Office of the Commissioner,2105,Commissioner's Office,3201,General Support,0000,,3 00,0,0365,Personal Assistant,Annual,1,1,83220.00,83220.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1105,Office of the Commissioner,2105,Commissioner's Office,3204,Public Information,0000,,1 00,9,9716,Assistant Director of News Affairs,Annual,1,1,111048.00,111048.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1105,Office of the Commissioner,2105,Commissioner's Office,3204,Public Information,0000,,3 00,0,1434,Director of Public Information,Annual,1,1,117864.00,117864.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1105,Office of the Commissioner,2105,Commissioner's Office,3204,Public Information,0000,,BX 15,10,0320,Assistant to the Commissioner,Annual,1,1,100896.00,100896.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1105,Office of the Commissioner,2105,Commissioner's Office,3205,Intergovernmental Support,0000,,B 15,1,6145,Engineering Technician VI,Annual,1,1,107700.00,107700.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1105,Office of the Commissioner,2105,Commissioner's Office,3205,Intergovernmental Support,0000,,3 00,10,0322,Special Assistant,Annual,1,1,90120.00,90120.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1105,Office of the Commissioner,2105,Commissioner's Office,3205,Intergovernmental Support,0000,,3 00,9,0313,Assistant Commissioner,Annual,1,1,115560.00,115560.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1105,Office of the Commissioner,2105,Commissioner's Office,3205,Intergovernmental Support,0000,,BX 16,20,0309,Coordinator of Special Projects,Annual,1,1,110688.00,110688.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1105,Office of the Commissioner,2105,Commissioner's Office,3205,Intergovernmental Support,0000,,BX 17,10,0304,Assistant to Commissioner,Annual,1,1,73788.00,73788.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1105,Office of the Commissioner,2105,Commissioner's Office,3205,Intergovernmental Support,0000,,B 12,1,0303,Administrative Assistant III,Annual,1,1,93660.00,93660.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1105,Office of the Commissioner,2105,Commissioner's Office,3205,Intergovernmental Support,0000,,B 12,1,0303,Administrative Assistant III,Annual,1,1,74280.00,74280.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1105,Office of the Commissioner,2105,Commissioner's Office,3205,Intergovernmental Support,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,6499.00,6499.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1105,Office of the Commissioner,2105,Commissioner's Office,3207,Performance Management,0000,,3 00,10,1140,Chief Operations Analyst,Annual,1,1,111048.00,111048.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1105,Office of the Commissioner,2105,Commissioner's Office,3207,Performance Management,0000,,B 14,1,0689,Senior Help Desk Technician,Annual,1,1,112716.00,112716.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1105,Office of the Commissioner,2105,Commissioner's Office,3207,Performance Management,0000,,G 10,1,0629,Principal Programmer/Analyst,Annual,1,1,126336.00,126336.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1105,Office of the Commissioner,2105,Commissioner's Office,3207,Performance Management,0000,,G 10,4,0625,Chief Programmer/Analyst,Annual,1,1,115752.00,115752.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1105,Office of the Commissioner,2105,Commissioner's Office,3207,Performance Management,0000,,B 13,1,0308,Staff Assistant,Annual,1,1,102732.00,102732.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1105,Office of the Commissioner,2105,Commissioner's Office,3207,Performance Management,0000,,B 12,1,0303,Administrative Assistant III,Annual,1,1,85344.00,85344.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1105,Office of the Commissioner,2105,Commissioner's Office,3207,Performance Management,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,4293.00,4293.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3209,Construction Services,4209,Contract Closeouts,G 07,4,5613,Civil Engineer III,Annual,1,1,92844.00,92844.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3209,Construction Services,4209,Contract Closeouts,BX 15,10,1912,Project Coordinator,Annual,1,1,61920.00,61920.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3209,Construction Services,4209,Contract Closeouts,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,4691.00,4691.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3209,Construction Services,4210,Records and Estimates,2 0,53,9532,Stores Laborer,Hourly,1,1,46.00,95472.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3209,Construction Services,4210,Records and Estimates,G 09,4,5615,Civil Engineer V,Annual,1,1,133488.00,133488.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3209,Construction Services,4210,Records and Estimates,G 08,4,5614,Civil Engineer IV,Annual,2,1,122112.00,244224.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3209,Construction Services,4210,Records and Estimates,G 07,4,5613,Civil Engineer III,Annual,1,1,111816.00,111816.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3209,Construction Services,4210,Records and Estimates,G 07,4,5613,Civil Engineer III,Annual,1,1,97080.00,97080.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3209,Construction Services,4210,Records and Estimates,B 12,1,0303,Administrative Assistant III,Annual,1,1,53952.00,53952.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3209,Construction Services,4210,Records and Estimates,B 11,1,0109,Accounting Technician,Annual,1,1,85344.00,85344.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3209,Construction Services,4210,Records and Estimates,B 11,1,0109,Accounting Technician,Annual,1,1,49176.00,49176.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3209,Construction Services,4210,Records and Estimates,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,539.00,539.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3209,Construction Services,4210,Records and Estimates,1 00,0,0012,Contract Wage Increment - Prevailing Rate,Annual,0,0,1193.00,1193.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3215,General Support,0000,,1 00,9,9679,Deputy Commissioner,Annual,1,1,136236.00,136236.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3215,General Support,0000,,BX 13,10,0803,Executive Administrative Assistant I - Excluded,Annual,1,1,61920.00,61920.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3216,Finance,4212,Auditing,B 09,1,0832,Personal Computer Operator II,Annual,1,1,70860.00,70860.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3216,Finance,4212,Auditing,B 10,1,0431,Clerk IV,Annual,1,1,77772.00,77772.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3216,Finance,4212,Auditing,BX 16,20,0381,Director of Administration II,Annual,1,1,110688.00,110688.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3216,Finance,4212,Auditing,B 11,1,0109,Accounting Technician,Annual,1,1,58320.00,58320.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3216,Finance,4212,Auditing,B 11,1,0109,Accounting Technician,Annual,1,1,55620.00,55620.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3216,Finance,4213,Order Board,BX 16,10,1814,Coordinator of Warehouse Operations,Annual,1,1,91944.00,91944.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3216,Finance,4213,Order Board,B 14,1,1576,Chief Voucher Expediter,Annual,1,1,73488.00,73488.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3216,Finance,4213,Order Board,B 16,4,0345,Contracts Coordinator,Annual,1,1,78252.00,78252.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3216,Finance,4213,Order Board,B 10,1,0302,Administrative Assistant II,Annual,1,1,48420.00,48420.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3216,Finance,4213,Order Board,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,2498.00,2498.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3216,Finance,4214,Accounting,B 10,1,0431,Clerk IV,Annual,1,1,77772.00,77772.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3216,Finance,4214,Accounting,3 00,20,0383,Director of Administrative Services,Annual,1,1,119040.00,119040.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3216,Finance,4214,Accounting,B 13,1,0308,Staff Assistant,Annual,1,1,98016.00,98016.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3216,Finance,4214,Accounting,G 07,4,0124,Finance Officer,Annual,1,1,77772.00,77772.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3216,Finance,4214,Accounting,3 00,10,0123,Fiscal Administrator,Annual,1,1,107772.00,107772.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3216,Finance,4214,Accounting,G 07,4,0111,Lead Accountant,Annual,2,1,77772.00,155544.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3216,Finance,4214,Accounting,B 13,4,0110,Accountant,Annual,1,1,98016.00,98016.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3216,Finance,4214,Accounting,B 13,4,0110,Accountant,Annual,1,1,93660.00,93660.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3216,Finance,4214,Accounting,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,3142.00,3142.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3216,Finance,4215,Accounts Payable,B 10,1,0431,Clerk IV,Annual,1,1,67668.00,67668.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3216,Finance,4215,Accounts Payable,B 10,1,0431,Clerk IV,Annual,1,1,48420.00,48420.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3216,Finance,4215,Accounts Payable,BX 16,20,0381,Director of Administration II,Annual,1,1,67944.00,67944.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3216,Finance,4215,Accounts Payable,B 12,1,0303,Administrative Assistant III,Annual,1,1,85344.00,85344.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3216,Finance,4215,Accounts Payable,B 10,1,0302,Administrative Assistant II,Annual,1,1,64620.00,64620.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3216,Finance,4215,Accounts Payable,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,3926.00,3926.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3216,Finance,4216,Financial Management,BX 16,20,0381,Director of Administration II,Annual,1,1,100896.00,100896.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3216,Finance,4216,Financial Management,3 00,9,0313,Assistant Commissioner,Annual,1,1,121440.00,121440.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3216,Finance,4216,Financial Management,3 00,0,0118,Director of Finance,Annual,1,1,127644.00,127644.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3216,Finance,4216,Financial Management,3 00,0,0118,Director of Finance,Annual,1,1,127248.00,127248.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3216,Finance,4216,Financial Management,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,191.00,191.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3217,Contracts,0000,,B 15,1,1572,Chief Contract Expediter,Annual,2,1,123696.00,247392.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3217,Contracts,0000,,B 15,1,1572,Chief Contract Expediter,Annual,1,1,107700.00,107700.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3217,Contracts,0000,,B 15,1,1572,Chief Contract Expediter,Annual,1,1,88488.00,88488.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3217,Contracts,0000,,B 13,1,1482,Contract Review Specialist II,Annual,2,1,59184.00,118368.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3217,Contracts,0000,,3 00,20,1191,Contracts Administrator,Annual,1,1,108864.00,108864.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3217,Contracts,0000,,B 16,4,0345,Contracts Coordinator,Annual,2,1,78252.00,156504.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3217,Contracts,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,2324.00,2324.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3218,Human Resources,4218,Personnel,BX 17,20,1331,Labor Relations Supervisor,Annual,1,1,75624.00,75624.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3218,Human Resources,4218,Personnel,B 13,1,1301,Administrative Services Officer I,Annual,1,1,66984.00,66984.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3218,Human Resources,4218,Personnel,B 13,1,1301,Administrative Services Officer I,Annual,1,1,59184.00,59184.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3218,Human Resources,4218,Personnel,BX 15,20,0380,Director of Administration I,Annual,1,1,61920.00,61920.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3218,Human Resources,4218,Personnel,3 00,0,0379,Director of Administration,Annual,1,1,113280.00,113280.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3218,Human Resources,4218,Personnel,B 13,1,0308,Staff Assistant,Annual,1,1,102732.00,102732.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3218,Human Resources,4218,Personnel,B 13,1,0308,Staff Assistant,Annual,1,1,93660.00,93660.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3218,Human Resources,4218,Personnel,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,4501.00,4501.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3218,Human Resources,4219,Payroll,B 12,1,1342,Senior Personnel Assistant,Annual,1,1,93660.00,93660.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3218,Human Resources,4219,Payroll,BX 15,20,0380,Director of Administration I,Annual,1,1,96336.00,96336.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3218,Human Resources,4219,Payroll,V 12,54,0165,Supervising Timekeeper - Laborer,Annual,1,1,93624.00,93624.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3218,Human Resources,4219,Payroll,V 12,54,0165,Supervising Timekeeper - Laborer,Annual,1,1,89352.00,89352.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3218,Human Resources,4219,Payroll,V 12,54,0165,Supervising Timekeeper - Laborer,Annual,1,1,55596.00,55596.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1115,Division of Administration,2115,Division of Administration,3218,Human Resources,4219,Payroll,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1344.00,1344.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1130,Division of Traffic Safety,2130,Division of Traffic Safety,3130,Traffic Safety,0000,,1 00,9,9679,Deputy Commissioner,Annual,1,1,135528.00,135528.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1130,Division of Traffic Safety,2130,Division of Traffic Safety,3130,Traffic Safety,0000,,3 00,10,6255,Traffic Engineer V,Annual,1,1,114408.00,114408.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1130,Division of Traffic Safety,2130,Division of Traffic Safety,3130,Traffic Safety,0000,,3 00,10,6255,Traffic Engineer V,Annual,1,1,108960.00,108960.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1130,Division of Traffic Safety,2130,Division of Traffic Safety,3130,Traffic Safety,0000,,G 08,4,6254,Traffic Engineer IV,Annual,1,1,122112.00,122112.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1130,Division of Traffic Safety,2130,Division of Traffic Safety,3130,Traffic Safety,0000,,G 08,4,6254,Traffic Engineer IV,Annual,1,1,106044.00,106044.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1130,Division of Traffic Safety,2130,Division of Traffic Safety,3130,Traffic Safety,0000,,G 08,4,6254,Traffic Engineer IV,Annual,1,1,85764.00,85764.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1130,Division of Traffic Safety,2130,Division of Traffic Safety,3130,Traffic Safety,0000,,B 11,1,6142,Engineering Technician III,Annual,1,1,49176.00,49176.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1130,Division of Traffic Safety,2130,Division of Traffic Safety,3130,Traffic Safety,0000,,3 00,20,1441,Coordinating Planner,Annual,1,1,99528.00,99528.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1130,Division of Traffic Safety,2130,Division of Traffic Safety,3130,Traffic Safety,0000,,G 10,1,0602,Principal Systems Programmer,Annual,1,1,106044.00,106044.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1130,Division of Traffic Safety,2130,Division of Traffic Safety,3130,Traffic Safety,0000,,3 00,0,0306,Assistant Director,Annual,1,1,126360.00,126360.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1130,Division of Traffic Safety,2130,Division of Traffic Safety,3130,Traffic Safety,0000,,B 12,1,0303,Administrative Assistant III,Annual,1,1,85344.00,85344.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1130,Division of Traffic Safety,2130,Division of Traffic Safety,3130,Traffic Safety,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1895.00,1895.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1140,Division of Sign Management,2140,Division of Sign Management,3139,Sign Management,4139,Sign Management - Administration,1 00,9,9679,Deputy Commissioner,Annual,1,1,138252.00,138252.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1140,Division of Sign Management,2140,Division of Sign Management,3139,Sign Management,4139,Sign Management - Administration,B 09,1,0832,Personal Computer Operator II,Annual,1,1,64620.00,64620.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1140,Division of Sign Management,2140,Division of Sign Management,3139,Sign Management,4139,Sign Management - Administration,B 12,1,0303,Administrative Assistant III,Annual,1,1,85344.00,85344.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1140,Division of Sign Management,2140,Division of Sign Management,3139,Sign Management,4139,Sign Management - Administration,B 12,1,0303,Administrative Assistant III,Annual,1,1,81468.00,81468.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1140,Division of Sign Management,2140,Division of Sign Management,3139,Sign Management,4139,Sign Management - Administration,B 10,1,0302,Administrative Assistant II,Annual,1,1,70860.00,70860.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1160,Citywide Services,2160,Citywide Services,3160,Citywide Services,0000,,BX 17,10,3092,Program Director,Annual,1,1,100896.00,100896.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1140,Division of Sign Management,2140,Division of Sign Management,3139,Sign Management,4139,Sign Management - Administration,B 10,1,0302,Administrative Assistant II,Annual,1,1,53088.00,53088.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1140,Division of Sign Management,2140,Division of Sign Management,3139,Sign Management,4139,Sign Management - Administration,B 10,1,0302,Administrative Assistant II,Annual,1,1,44808.00,44808.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1140,Division of Sign Management,2140,Division of Sign Management,3139,Sign Management,4139,Sign Management - Administration,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,10007.00,10007.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1145,Division of Project Development,2145,Division of Project Development,3245,General Support,0000,,1 00,9,9679,Deputy Commissioner,Annual,1,1,132564.00,132564.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1145,Division of Project Development,2145,Division of Project Development,3245,General Support,0000,,3 00,20,1440,Coordinating Planner II,Annual,1,1,117864.00,117864.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1145,Division of Project Development,2145,Division of Project Development,3245,General Support,0000,,B 12,1,0810,Executive Secretary II,Annual,1,1,93660.00,93660.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1145,Division of Project Development,2145,Division of Project Development,3246,Programming and Planning,0000,,B 14,4,2905,Coordinator of Grants Management,Annual,1,1,112716.00,112716.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1145,Division of Project Development,2145,Division of Project Development,3246,Programming and Planning,0000,,3 00,20,1441,Coordinating Planner,Annual,1,1,108864.00,108864.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1145,Division of Project Development,2145,Division of Project Development,3246,Programming and Planning,0000,,3 00,20,1441,Coordinating Planner,Annual,1,1,104604.00,104604.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1145,Division of Project Development,2145,Division of Project Development,3246,Programming and Planning,0000,,3 00,20,1441,Coordinating Planner,Annual,1,1,101532.00,101532.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1145,Division of Project Development,2145,Division of Project Development,3246,Programming and Planning,0000,,3 00,20,1441,Coordinating Planner,Annual,1,1,100548.00,100548.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1145,Division of Project Development,2145,Division of Project Development,3246,Programming and Planning,0000,,3 00,20,1441,Coordinating Planner,Annual,1,1,98556.00,98556.00
