FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUBSECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
LOCAL,88,Department of Water Management,0200,Water Fund,1035,Bureau of Meter Services,2035,Bureau of Meter Services,3345,Meter Services,0000,,J 13,16,1062,Water Meter Assessor,Annual,1,1,63936.00,63936.00
LOCAL,88,Department of Water Management,0200,Water Fund,1035,Bureau of Meter Services,2035,Bureau of Meter Services,3345,Meter Services,0000,,J 13,16,1061,Water Rate Taker,Annual,6,1,102696.00,616176.00
LOCAL,88,Department of Water Management,0200,Water Fund,1035,Bureau of Meter Services,2035,Bureau of Meter Services,3345,Meter Services,0000,,J 13,16,1061,Water Rate Taker,Annual,1,1,97980.00,97980.00
LOCAL,88,Department of Water Management,0200,Water Fund,1035,Bureau of Meter Services,2035,Bureau of Meter Services,3345,Meter Services,0000,,J 13,16,1061,Water Rate Taker,Annual,1,1,93624.00,93624.00
LOCAL,88,Department of Water Management,0200,Water Fund,1035,Bureau of Meter Services,2035,Bureau of Meter Services,3345,Meter Services,0000,,J 13,16,1061,Water Rate Taker,Annual,2,1,70104.00,140208.00
LOCAL,88,Department of Water Management,0200,Water Fund,1035,Bureau of Meter Services,2035,Bureau of Meter Services,3345,Meter Services,0000,,J 13,16,1061,Water Rate Taker,Annual,3,1,63936.00,191808.00
LOCAL,88,Department of Water Management,0200,Water Fund,1035,Bureau of Meter Services,2035,Bureau of Meter Services,3345,Meter Services,0000,,J 13,16,1061,Water Rate Taker,Annual,7,1,61008.00,427056.00
LOCAL,88,Department of Water Management,0200,Water Fund,1035,Bureau of Meter Services,2035,Bureau of Meter Services,3345,Meter Services,0000,,B 08,1,0664,Data Entry Operator,Annual,1,1,61632.00,61632.00
LOCAL,88,Department of Water Management,0200,Water Fund,1035,Bureau of Meter Services,2035,Bureau of Meter Services,3345,Meter Services,0000,,B 08,1,0664,Data Entry Operator,Annual,1,1,58872.00,58872.00
LOCAL,88,Department of Water Management,0200,Water Fund,1035,Bureau of Meter Services,2035,Bureau of Meter Services,3345,Meter Services,0000,,U 10,53,0417,District Clerk,Annual,2,1,46176.00,92352.00
LOCAL,88,Department of Water Management,0200,Water Fund,1035,Bureau of Meter Services,2035,Bureau of Meter Services,3345,Meter Services,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,34412.00,34412.00
LOCAL,88,Department of Water Management,0200,Water Fund,1035,Bureau of Meter Services,2035,Bureau of Meter Services,3345,Meter Services,0000,,1 00,0,0012,Contract Wage Increment - Prevailing Rate,Annual,0,0,2393.00,2393.00
LOCAL,88,Department of Water Management,0200,Water Fund,1035,Bureau of Meter Services,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0000,,2 0,53,941A,Construction Laborer,Hourly,6240,0,47.00,295776.00
LOCAL,88,Department of Water Management,0200,Water Fund,1035,Bureau of Meter Services,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0000,,2 0,53,9411,Construction Laborer,Hourly,12,1,47.00,1183104.00
LOCAL,88,Department of Water Management,0200,Water Fund,1035,Bureau of Meter Services,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0000,,2 0,16,8352,Assistant District Superintendent,Monthly,1,1,10417.00,125008.00
LOCAL,88,Department of Water Management,0200,Water Fund,1035,Bureau of Meter Services,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0000,,2 0,16,8325,Pipe Locating Machine Operator,Hourly,2,1,58.00,241696.00
LOCAL,88,Department of Water Management,0200,Water Fund,1035,Bureau of Meter Services,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0000,,2 0,53,8246,Foreman of Construction Laborers,Hourly,1,1,49.00,100880.00
LOCAL,88,Department of Water Management,0200,Water Fund,1035,Bureau of Meter Services,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0000,,2 0,8,718C,Motor Truck Driver,Hourly,6240,0,40.00,249288.00
LOCAL,88,Department of Water Management,0200,Water Fund,1035,Bureau of Meter Services,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0000,,2 0,8,7183,Motor Truck Driver,Hourly,5,1,40.00,415480.00
LOCAL,88,Department of Water Management,0200,Water Fund,1035,Bureau of Meter Services,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0000,,2 0,36,6676,Foreman of Machinists,Hourly,3,1,56.00,347443.00
LOCAL,88,Department of Water Management,0200,Water Fund,1035,Bureau of Meter Services,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0000,,2 0,36,6674,Machinist,Hourly,1,1,53.00,110614.00
LOCAL,88,Department of Water Management,0200,Water Fund,1035,Bureau of Meter Services,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0000,,2 0,36,6672,Water Meter Machinist,Hourly,16,1,48.00,1594112.00
LOCAL,88,Department of Water Management,0200,Water Fund,1035,Bureau of Meter Services,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0000,,3 00,0,6555,Assistant Superintendent of Water Meters,Annual,1,1,107748.00,107748.00
LOCAL,88,Department of Water Management,0200,Water Fund,1035,Bureau of Meter Services,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0000,,2 0,16,4756,Foreman of Plumbers,Hourly,2,1,58.00,241696.00
LOCAL,88,Department of Water Management,0200,Water Fund,1035,Bureau of Meter Services,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0000,,2 0,16,4754,Plumber,Hourly,8,1,55.00,911872.00
LOCAL,88,Department of Water Management,0200,Water Fund,1035,Bureau of Meter Services,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0000,,2 0,16,2233,Plumbing Inspector - in Charge,Monthly,1,1,10047.00,120564.00
LOCAL,88,Department of Water Management,0200,Water Fund,1035,Bureau of Meter Services,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0000,,2 0,16,2231,Plumbing Inspector,Monthly,7,1,9877.00,829668.00
LOCAL,88,Department of Water Management,0200,Water Fund,1035,Bureau of Meter Services,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0000,,2 0,53,1860,Foreman of Pipe Yards,Hourly,1,1,49.00,100880.00
LOCAL,88,Department of Water Management,0200,Water Fund,1035,Bureau of Meter Services,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0000,,U 10,53,0417,District Clerk,Annual,2,1,46176.00,92352.00
LOCAL,88,Department of Water Management,0200,Water Fund,1035,Bureau of Meter Services,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0000,,3 00,9,0311,Projects Administrator,Annual,1,1,98520.00,98520.00
LOCAL,88,Department of Water Management,0200,Water Fund,1035,Bureau of Meter Services,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,2232.00,2232.00
LOCAL,88,Department of Water Management,0200,Water Fund,1035,Bureau of Meter Services,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0000,,1 00,0,0012,Contract Wage Increment - Prevailing Rate,Annual,0,0,74545.00,74545.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,1 00,9,9684,Deputy Director,Annual,1,1,125088.00,125088.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,BX 18,10,3092,Program Director,Annual,1,1,81552.00,81552.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,3 00,20,3057,Director of Program Operations,Annual,1,1,94680.00,94680.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,1 00,9,1651,Office Administrator,Annual,1,1,122616.00,122616.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,3 00,0,1430,Policy Analyst,Annual,1,1,122616.00,122616.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,GY 07,10,1386,Senior Labor Relations Specialist,Annual,1,1,69564.00,69564.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,B 15,1,1302,Administrative Services Officer II,Annual,1,1,84492.00,84492.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,3 00,0,1246,Director of License Administration,Annual,1,1,91896.00,91896.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,BX 16,20,0729,Information Coordinator,Annual,1,1,69984.00,69984.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,3 00,0,0442,Director of License Issuance,Annual,1,1,107748.00,107748.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,B 13,1,0433,Supervisor of License Issuance,Annual,1,1,102732.00,102732.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,B 10,1,0419,Customer Account Representative,Annual,1,1,44808.00,44808.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,3 00,0,0310,Project Manager,Annual,1,1,67464.00,67464.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,B 13,1,0308,Staff Assistant,Annual,1,1,102732.00,102732.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,3 00,0,0306,Assistant Director,Annual,1,1,79944.00,79944.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,B 10,1,0302,Administrative Assistant II,Annual,1,1,44808.00,44808.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,BX 15,10,0248,Supervisor of Payment Center,Annual,1,1,103920.00,103920.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,BX 15,10,0248,Supervisor of Payment Center,Annual,1,1,99228.00,99228.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,B 10,1,0236,Payment Reconciler,Annual,3,1,70860.00,212580.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,B 10,1,0236,Payment Reconciler,Annual,1,1,55620.00,55620.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,B 10,1,0235,Payment Services Representative,Annual,5,1,77772.00,388860.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,B 10,1,0235,Payment Services Representative,Annual,3,1,74280.00,222840.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,B 10,1,0235,Payment Services Representative,Annual,2,1,70860.00,141720.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,B 10,1,0235,Payment Services Representative,Annual,2,1,55620.00,111240.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,B 10,1,0235,Payment Services Representative,Annual,3,1,50688.00,152064.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,B 10,1,0235,Payment Services Representative,Annual,2,1,44808.00,89616.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,BX 16,20,0212,Director of Collection Processing,Annual,1,1,108864.00,108864.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,25262.00,25262.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3030,Customer Processing Center,0000,,1 00,9,9684,Deputy Director,Annual,1,1,122616.00,122616.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3030,Customer Processing Center,0000,,B 13,1,6409,Graphic Artist III,Annual,1,1,70152.00,70152.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3030,Customer Processing Center,0000,,3 00,0,1246,Director of License Administration,Annual,1,1,78060.00,78060.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3030,Customer Processing Center,0000,,B 12,1,0432,Supervising Clerk,Annual,1,1,58320.00,58320.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3030,Customer Processing Center,0000,,B 10,1,0419,Customer Account Representative,Annual,1,1,53088.00,53088.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3030,Customer Processing Center,0000,,B 10,1,0419,Customer Account Representative,Annual,1,1,48420.00,48420.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3030,Customer Processing Center,0000,,B 10,1,0419,Customer Account Representative,Annual,2,1,44808.00,89616.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3030,Customer Processing Center,0000,,3 00,0,0310,Project Manager,Annual,1,1,90084.00,90084.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3030,Customer Processing Center,0000,,3 00,0,0310,Project Manager,Annual,1,1,85716.00,85716.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3030,Customer Processing Center,0000,,3 00,0,0306,Assistant Director,Annual,1,1,81804.00,81804.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3030,Customer Processing Center,0000,,3 00,0,0306,Assistant Director,Annual,1,1,81552.00,81552.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3030,Customer Processing Center,0000,,B 10,1,0302,Administrative Assistant II,Annual,1,1,77772.00,77772.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3030,Customer Processing Center,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,3095.00,3095.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3035,License Compliance Unit,0000,,BX 17,10,1256,Supervising Investigator,Annual,1,1,75996.00,75996.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3035,License Compliance Unit,0000,,B 10,1,1232,Licensing Enforcement Aide - City Clerk,Annual,2,1,74280.00,148560.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3035,License Compliance Unit,0000,,B 10,1,1232,Licensing Enforcement Aide - City Clerk,Annual,1,1,58872.00,58872.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3035,License Compliance Unit,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,3462.00,3462.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3040,Mail  Microfilm and Records,0000,,B 12,1,0691,Reprographics Technician IV,Annual,1,1,89388.00,89388.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3040,Mail  Microfilm and Records,0000,,B 09,1,0665,Senior Data Entry Operator,Annual,1,1,70860.00,70860.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3040,Mail  Microfilm and Records,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1246.00,1246.00
LOCAL,27,Department of Finance,0300,Vehicle Tax Fund,1005,Finance,2015,Financial Strategy and Operations,3016,Financial Strategy,4006,Financial Policy,1 00,9,9684,Deputy Director,Annual,1,1,123864.00,123864.00
LOCAL,27,Department of Finance,0300,Vehicle Tax Fund,1005,Finance,2015,Financial Strategy and Operations,3016,Financial Strategy,4006,Financial Policy,1 00,9,9651,Deputy Comptroller,Annual,1,1,134172.00,134172.00
LOCAL,27,Department of Finance,0300,Vehicle Tax Fund,1005,Finance,2015,Financial Strategy and Operations,3016,Financial Strategy,4006,Financial Policy,3 00,9,0311,Projects Administrator,Annual,1,1,103540.00,103540.00
LOCAL,27,Department of Finance,0300,Vehicle Tax Fund,1005,Finance,2015,Financial Strategy and Operations,3016,Financial Strategy,4006,Financial Policy,3 00,9,0311,Projects Administrator,Annual,1,1,99504.00,99504.00
LOCAL,27,Department of Finance,0300,Vehicle Tax Fund,1005,Finance,2015,Financial Strategy and Operations,3016,Financial Strategy,4006,Financial Policy,BX 15,10,0134,Financial Analyst,Annual,1,1,63780.00,63780.00
LOCAL,27,Department of Finance,0300,Vehicle Tax Fund,1005,Finance,2015,Financial Strategy and Operations,3016,Financial Strategy,4006,Financial Policy,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1470.00,1470.00
LOCAL,27,Department of Finance,0300,Vehicle Tax Fund,1005,Finance,2020,Revenue Services and Operations,3154,Payment Processing,4641,Cashiering,B 12,1,0432,Supervising Clerk,Annual,1,1,89388.00,89388.00
LOCAL,27,Department of Finance,0300,Vehicle Tax Fund,1005,Finance,2020,Revenue Services and Operations,3154,Payment Processing,4641,Cashiering,B 12,1,0432,Supervising Clerk,Annual,1,1,53952.00,53952.00
LOCAL,27,Department of Finance,0300,Vehicle Tax Fund,1005,Finance,2020,Revenue Services and Operations,3154,Payment Processing,4641,Cashiering,B 10,1,0235,Payment Services Representative,Annual,1,1,44808.00,44808.00
LOCAL,27,Department of Finance,0300,Vehicle Tax Fund,1005,Finance,2020,Revenue Services and Operations,3154,Payment Processing,4641,Cashiering,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1424.00,1424.00
LOCAL,27,Department of Finance,0300,Vehicle Tax Fund,1005,Finance,2020,Revenue Services and Operations,3154,Payment Processing,4642,Reconciliation,B 10,1,0236,Payment Reconciler,Annual,1,1,77772.00,77772.00
LOCAL,27,Department of Finance,0300,Vehicle Tax Fund,1005,Finance,2020,Revenue Services and Operations,3154,Payment Processing,4642,Reconciliation,B 10,1,0236,Payment Reconciler,Annual,1,1,74280.00,74280.00
LOCAL,27,Department of Finance,0300,Vehicle Tax Fund,1005,Finance,2020,Revenue Services and Operations,3154,Payment Processing,4642,Reconciliation,B 10,1,0236,Payment Reconciler,Annual,1,1,44808.00,44808.00
LOCAL,27,Department of Finance,0300,Vehicle Tax Fund,1005,Finance,2020,Revenue Services and Operations,3154,Payment Processing,4642,Reconciliation,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,291.00,291.00
LOCAL,27,Department of Finance,0300,Vehicle Tax Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4202,Advanced Collections,B 10,1,0302,Administrative Assistant II,Annual,1,1,44808.00,44808.00
LOCAL,31,Department of Law,0300,Vehicle Tax Fund,1005,Department of Law,2005,Department of Law,3019,Torts,4326,Torts,L 05,9,1641,Assistant Corporation Counsel Supervisor,Annual,1,1,154680.00,154680.00
LOCAL,31,Department of Law,0300,Vehicle Tax Fund,1005,Department of Law,2005,Department of Law,3039,Investigations and Prosecutions,4341,Prosecutions,1 00,9,1652,Chief Assistant Corporation Counsel,Annual,1,1,157284.00,157284.00
LOCAL,31,Department of Law,0300,Vehicle Tax Fund,1005,Department of Law,2005,Department of Law,3039,Investigations and Prosecutions,4341,Prosecutions,L 01,9,1643,Assistant Corporation Counsel I,Annual,2,1,122652.00,245304.00
LOCAL,31,Department of Law,0300,Vehicle Tax Fund,1005,Department of Law,2005,Department of Law,3039,Investigations and Prosecutions,4341,Prosecutions,L 01,9,1643,Assistant Corporation Counsel I,Annual,1,1,88644.00,88644.00
LOCAL,31,Department of Law,0300,Vehicle Tax Fund,1005,Department of Law,2005,Department of Law,3039,Investigations and Prosecutions,4341,Prosecutions,L 01,9,1643,Assistant Corporation Counsel I,Annual,1,1,84624.00,84624.00
LOCAL,31,Department of Law,0300,Vehicle Tax Fund,1005,Department of Law,2005,Department of Law,3039,Investigations and Prosecutions,4341,Prosecutions,L 01,9,1643,Assistant Corporation Counsel I,Annual,2,1,73620.00,147240.00
LOCAL,31,Department of Law,0300,Vehicle Tax Fund,1005,Department of Law,2005,Department of Law,3039,Investigations and Prosecutions,4341,Prosecutions,L 05,9,1641,Assistant Corporation Counsel Supervisor,Annual,1,1,154680.00,154680.00
LOCAL,31,Department of Law,0300,Vehicle Tax Fund,1005,Department of Law,2005,Department of Law,3039,Investigations and Prosecutions,4341,Prosecutions,L 05,9,1641,Assistant Corporation Counsel Supervisor,Annual,1,1,140976.00,140976.00
LOCAL,31,Department of Law,0300,Vehicle Tax Fund,1005,Department of Law,2005,Department of Law,3039,Investigations and Prosecutions,4341,Prosecutions,4 00,9,1631,Law Clerk,Hourly,23510,0,15.00,362054.00
LOCAL,31,Department of Law,0300,Vehicle Tax Fund,1005,Department of Law,2005,Department of Law,3039,Investigations and Prosecutions,4341,Prosecutions,BX 15,10,1619,Supervising Paralegal,Annual,1,1,63780.00,63780.00
LOCAL,31,Department of Law,0300,Vehicle Tax Fund,1005,Department of Law,2005,Department of Law,3039,Investigations and Prosecutions,4341,Prosecutions,B 13,1,0308,Staff Assistant,Annual,1,1,93660.00,93660.00
LOCAL,31,Department of Law,0300,Vehicle Tax Fund,1005,Department of Law,2005,Department of Law,3039,Investigations and Prosecutions,4341,Prosecutions,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,3866.00,3866.00
LOCAL,31,Department of Law,0300,Vehicle Tax Fund,1005,Department of Law,2005,Department of Law,3049,Collections  Ownership and Administrative Litigation,0000,,L 01,9,1643,Assistant Corporation Counsel I,Annual,2,1,73620.00,147240.00
LOCAL,31,Department of Law,0300,Vehicle Tax Fund,1005,Department of Law,2005,Department of Law,3349,Collections  Ownership and Administrative Litigation,0000,,L 04,9,1674,Assistant Corporation Counsel Senior,Annual,1,1,140976.00,140976.00
LOCAL,31,Department of Law,0300,Vehicle Tax Fund,1005,Department of Law,2005,Department of Law,3349,Collections  Ownership and Administrative Litigation,0000,,L 01,9,1643,Assistant Corporation Counsel I,Annual,1,1,92832.00,92832.00
LOCAL,31,Department of Law,0300,Vehicle Tax Fund,1005,Department of Law,2005,Department of Law,3349,Collections  Ownership and Administrative Litigation,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,7110.00,7110.00
LOCAL,33,Department of Human Resources,0300,Vehicle Tax Fund,1005,Department of Human Resources,2005,Department of Human Resources,3040,Employment Services  Hiring and Compensation,4046,Employee Processing,G 05,1,1357,Recruiting Coordinator,Annual,1,1,63960.00,63960.00
LOCAL,35,Department of Procurement Services,0300,Vehicle Tax Fund,1005,Department of Procurement Services,2005,Department of Procurement Services,3012,Contract Management,4110,Enterprise Procurement,BX 18,0,1508,Senior Procurement Specialist,Annual,2,1,81552.00,163104.00
LOCAL,35,Department of Procurement Services,0300,Vehicle Tax Fund,1005,Department of Procurement Services,2005,Department of Procurement Services,3012,Contract Management,4110,Enterprise Procurement,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,3900.00,3900.00
LOCAL,67,Department of Buildings,0300,Vehicle Tax Fund,1005,Department of Buildings,2005,Department of Buildings,3006,Administration,4001,Office of the Commissioner,1 00,9,9679,Deputy Commissioner,Annual,1,1,121404.00,121404.00
LOCAL,67,Department of Buildings,0300,Vehicle Tax Fund,1005,Department of Buildings,2005,Department of Buildings,3006,Administration,4001,Office of the Commissioner,BX 15,10,0802,Executive Administrative Assistant II,Annual,1,1,63780.00,63780.00
LOCAL,67,Department of Buildings,0300,Vehicle Tax Fund,1005,Department of Buildings,2005,Department of Buildings,3006,Administration,4001,Office of the Commissioner,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1512.00,1512.00
LOCAL,67,Department of Buildings,0300,Vehicle Tax Fund,1005,Department of Buildings,2005,Department of Buildings,3045,Deep Foundation Review,0000,,G 08,4,5620,Structural Engineer,Annual,2,1,106044.00,212088.00
LOCAL,67,Department of Buildings,0300,Vehicle Tax Fund,1005,Department of Buildings,2005,Department of Buildings,3045,Deep Foundation Review,0000,,G 09,4,5615,Civil Engineer V,Annual,1,1,133488.00,133488.00
LOCAL,67,Department of Buildings,0300,Vehicle Tax Fund,1005,Department of Buildings,2005,Department of Buildings,3045,Deep Foundation Review,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,6192.00,6192.00
LOCAL,81,Department of Streets and Sanitation,0300,Vehicle Tax Fund,1030,Bureau of Street Operations,2045,Bureau of Street Operations,3301,Administration,4300,Administrative Support,1 00,9,9679,Deputy Commissioner,Annual,1,1,139596.00,139596.00
LOCAL,81,Department of Streets and Sanitation,0300,Vehicle Tax Fund,1030,Bureau of Street Operations,2045,Bureau of Street Operations,3301,Administration,4300,Administrative Support,BX 18,10,8185,Assistant General Superintendent,Annual,1,1,119436.00,119436.00
LOCAL,81,Department of Streets and Sanitation,0300,Vehicle Tax Fund,1030,Bureau of Street Operations,2045,Bureau of Street Operations,3301,Administration,4300,Administrative Support,BX 18,10,8185,Assistant General Superintendent,Annual,1,1,81552.00,81552.00
