FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUBSECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1155,Division of In-House Construction,2155,Division of In-House Construction,3256,Labor,4262,Bridges,W 11,31,7230,Bridge Operator,Annual,2,1,63696.00,127392.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1155,Division of In-House Construction,2155,Division of In-House Construction,3256,Labor,4262,Bridges,W 11,31,7230,Bridge Operator,Annual,6,1,57996.00,347976.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1155,Division of In-House Construction,2155,Division of In-House Construction,3256,Labor,4262,Bridges,W 11,31,7230,Bridge Operator,Annual,2,1,55356.00,110712.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1155,Division of In-House Construction,2155,Division of In-House Construction,3256,Labor,4262,Bridges,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,27861.00,27861.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1155,Division of In-House Construction,2155,Division of In-House Construction,3256,Labor,4262,Bridges,1 00,0,0012,Contract Wage Increment - Prevailing Rate,Annual,0,0,1780.00,1780.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1160,Citywide Services,2160,Citywide Services,3160,Citywide Services,0000,,X 42,0,9681,Deputy Commissioner,Annual,1,1,148548.00,148548.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1160,Citywide Services,2160,Citywide Services,3160,Citywide Services,0000,,G 06,1,7946,Senior City Forester,Annual,1,1,112020.00,112020.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1160,Citywide Services,2160,Citywide Services,3160,Citywide Services,0000,,B 13,1,6143,Engineering Technician IV,Annual,1,1,64668.00,64668.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1160,Citywide Services,2160,Citywide Services,3160,Citywide Services,0000,,3 00,20,5636,Assistant Project Director,Annual,1,1,91884.00,91884.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1160,Citywide Services,2160,Citywide Services,3160,Citywide Services,0000,,BX 18,10,3092,Program Director,Annual,1,1,120960.00,120960.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1160,Citywide Services,2160,Citywide Services,3160,Citywide Services,0000,,BX 18,10,3092,Program Director,Annual,2,1,86520.00,173040.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1160,Citywide Services,2160,Citywide Services,3160,Citywide Services,0000,,BX 15,10,1912,Project Coordinator,Annual,1,1,110256.00,110256.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1160,Citywide Services,2160,Citywide Services,3160,Citywide Services,0000,,3 00,20,1441,Coordinating Planner,Annual,1,1,90960.00,90960.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1160,Citywide Services,2160,Citywide Services,3160,Citywide Services,0000,,X 43,0,03A2,Assistant Commissioner,Annual,1,1,129936.00,129936.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1160,Citywide Services,2160,Citywide Services,3160,Citywide Services,0000,,B 13,1,0308,Staff Assistant,Annual,1,1,97668.00,97668.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1160,Citywide Services,2160,Citywide Services,3160,Citywide Services,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,17312.00,17312.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1160,Citywide Services,2160,Citywide Services,3161,Reimbursable Personnel,0000,,G 05,1,7945,City Forester,Annual,1,1,69900.00,69900.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1160,Citywide Services,2160,Citywide Services,3161,Reimbursable Personnel,0000,,B 13,1,6143,Engineering Technician IV,Annual,1,1,66684.00,66684.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1160,Citywide Services,2160,Citywide Services,3161,Reimbursable Personnel,0000,,BX 18,10,3092,Program Director,Annual,1,1,86520.00,86520.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1160,Citywide Services,2160,Citywide Services,3161,Reimbursable Personnel,0000,,BX 15,10,1912,Project Coordinator,Annual,1,1,67656.00,67656.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1160,Citywide Services,2160,Citywide Services,3161,Reimbursable Personnel,0000,,3 00,9,0311,Projects Administrator,Annual,1,1,116640.00,116640.00
LOCAL,84,Chicago Department of Transportation,0100,Corporate Fund,1160,Citywide Services,2160,Citywide Services,3161,Reimbursable Personnel,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,6158.00,6158.00
LOCAL,3,Office of Inspector General,0200,Water Fund,1005,Office of Inspector General,2005,Office of Inspector General,3015,Legal,0000,,GY 08,20,1368,Compliance Officer,Annual,1,1,82752.00,82752.00
LOCAL,3,Office of Inspector General,0200,Water Fund,1005,Office of Inspector General,2005,Office of Inspector General,3015,Legal,0000,,X 33,0,1262,Assistant Inspector General,Annual,1,1,118128.00,118128.00
LOCAL,3,Office of Inspector General,0200,Water Fund,1005,Office of Inspector General,2005,Office of Inspector General,3015,Legal,0000,,X 33,0,1260,Chief Investigator - IG,Annual,1,1,133524.00,133524.00
LOCAL,3,Office of Inspector General,0200,Water Fund,1005,Office of Inspector General,2005,Office of Inspector General,3015,Legal,0000,,X 32,9,1215,Chief Assistant Inspector General,Annual,1,1,135084.00,135084.00
LOCAL,3,Office of Inspector General,0200,Water Fund,1005,Office of Inspector General,2005,Office of Inspector General,3015,Legal,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,26492.00,26492.00
LOCAL,3,Office of Inspector General,0200,Water Fund,1005,Office of Inspector General,2005,Office of Inspector General,3020,Investigations,0000,,GY 08,0,1221,Investigator II - IG,Annual,1,1,90444.00,90444.00
LOCAL,3,Office of Inspector General,0200,Water Fund,1005,Office of Inspector General,2005,Office of Inspector General,3020,Investigations,0000,,GY 06,0,1219,Investigator I - IG,Annual,1,1,66852.00,66852.00
LOCAL,3,Office of Inspector General,0200,Water Fund,1005,Office of Inspector General,2005,Office of Inspector General,3020,Investigations,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1656.00,1656.00
LOCAL,3,Office of Inspector General,0200,Water Fund,1005,Office of Inspector General,2005,Office of Inspector General,3027,Audit and Program Review,0000,,X 32,9,9659,Deputy Inspector General,Annual,1,1,152748.00,152748.00
LOCAL,3,Office of Inspector General,0200,Water Fund,1005,Office of Inspector General,2005,Office of Inspector General,3027,Audit and Program Review,0000,,GY 07,20,1125,Performance Analyst,Annual,2,1,77400.00,154800.00
LOCAL,3,Office of Inspector General,0200,Water Fund,1005,Office of Inspector General,2005,Office of Inspector General,3027,Audit and Program Review,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,8858.00,8858.00
LOCAL,3,Office of Inspector General,0200,Water Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0000,,X 33,0,1718,Chief Forensic Data Analyst,Annual,1,1,133524.00,133524.00
LOCAL,3,Office of Inspector General,0200,Water Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0000,,BX 17,10,06A4,Data Services Administrator-Excluded,Annual,1,1,82644.00,82644.00
LOCAL,3,Office of Inspector General,0200,Water Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0000,,GY 09,10,0641,Forensic Data Analyst,Annual,1,1,112608.00,112608.00
LOCAL,3,Office of Inspector General,0200,Water Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,9755.00,9755.00
LOCAL,5,Office of Budget and Management,0200,Water Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3010,Budget Development and Monitoring,0000,,X 32,9,9656,Deputy Budget Director,Annual,1,1,152748.00,152748.00
LOCAL,5,Office of Budget and Management,0200,Water Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3010,Budget Development and Monitoring,0000,,X 33,9,1124,Assistant Budget Director,Annual,1,1,118128.00,118128.00
LOCAL,5,Office of Budget and Management,0200,Water Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3010,Budget Development and Monitoring,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,14567.00,14567.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2012,Accounting and Financial Reporting,3019,Accounting and Financial Reporting,4054,Enterprise Auditing and Accounting,GY 10,20,0120,Supervisor of Accounting,Annual,2,1,103176.00,206352.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2012,Accounting and Financial Reporting,3019,Accounting and Financial Reporting,4054,Enterprise Auditing and Accounting,G 07,4,0111,Lead Accountant,Annual,1,1,122196.00,122196.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2012,Accounting and Financial Reporting,3019,Accounting and Financial Reporting,4054,Enterprise Auditing and Accounting,G 07,4,0111,Lead Accountant,Annual,1,1,106080.00,106080.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2012,Accounting and Financial Reporting,3019,Accounting and Financial Reporting,4054,Enterprise Auditing and Accounting,B 13,4,0110,Accountant,Annual,1,1,64668.00,64668.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2012,Accounting and Financial Reporting,3019,Accounting and Financial Reporting,4054,Enterprise Auditing and Accounting,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,8448.00,8448.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2015,Financial Strategy and Operations,3016,Financial Strategy,4006,Financial Policy,GY 07,10,0144,Fiscal Policy Analyst,Annual,1,1,99660.00,99660.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2015,Financial Strategy and Operations,3016,Financial Strategy,4006,Financial Policy,3 00,20,0139,Senior Fiscal Policy Analyst,Annual,1,1,97524.00,97524.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2015,Financial Strategy and Operations,3017,Financial Operations,4026,Cash Management and Disbursements,G 06,4,0192,Auditor II,Annual,1,1,76956.00,76956.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2015,Financial Strategy and Operations,3017,Financial Operations,4026,Cash Management and Disbursements,B 11,1,0109,Accounting Technician,Annual,1,1,84972.00,84972.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2015,Financial Strategy and Operations,3017,Financial Operations,4026,Cash Management and Disbursements,B 11,1,0109,Accounting Technician,Annual,1,1,63732.00,63732.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2015,Financial Strategy and Operations,3017,Financial Operations,4026,Cash Management and Disbursements,B 11,1,0109,Accounting Technician,Annual,2,1,53736.00,107472.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2015,Financial Strategy and Operations,3017,Financial Operations,4026,Cash Management and Disbursements,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,966.00,966.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2020,Revenue Services and Operations,3154,Payment Processing,4641,Cashiering,B 12,1,0432,Supervising Clerk,Annual,1,1,102336.00,102336.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2020,Revenue Services and Operations,3154,Payment Processing,4641,Cashiering,B 12,1,0432,Supervising Clerk,Annual,1,1,58956.00,58956.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2020,Revenue Services and Operations,3154,Payment Processing,4641,Cashiering,B 10,1,0235,Payment Services Representative,Annual,2,1,84972.00,169944.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2020,Revenue Services and Operations,3154,Payment Processing,4641,Cashiering,B 10,1,0235,Payment Services Representative,Annual,1,1,64332.00,64332.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2020,Revenue Services and Operations,3154,Payment Processing,4641,Cashiering,B 10,1,0235,Payment Services Representative,Annual,1,1,55392.00,55392.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2020,Revenue Services and Operations,3154,Payment Processing,4641,Cashiering,B 10,1,0235,Payment Services Representative,Annual,1,1,52908.00,52908.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2020,Revenue Services and Operations,3154,Payment Processing,4641,Cashiering,B 10,1,0235,Payment Services Representative,Annual,2,1,48960.00,97920.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2020,Revenue Services and Operations,3154,Payment Processing,4641,Cashiering,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1919.00,1919.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2020,Revenue Services and Operations,3154,Payment Processing,4642,Reconciliation,G 07,4,0111,Lead Accountant,Annual,1,1,122196.00,122196.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2020,Revenue Services and Operations,3154,Payment Processing,4642,Reconciliation,B 13,4,0110,Accountant,Annual,1,1,93252.00,93252.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2020,Revenue Services and Operations,3154,Payment Processing,4642,Reconciliation,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,2856.00,2856.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4202,Advanced Collections,B 10,1,0431,Clerk IV,Annual,1,1,55392.00,55392.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4202,Advanced Collections,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1060.00,1060.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4205,Billing Exceptions and Escalation,X 32,9,9684,Deputy Director,Annual,1,1,152748.00,152748.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4205,Billing Exceptions and Escalation,B 13,1,1617,Paralegal II,Annual,1,1,64668.00,64668.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4205,Billing Exceptions and Escalation,B 10,1,0431,Clerk IV,Annual,2,1,48960.00,97920.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4205,Billing Exceptions and Escalation,B 14,4,0325,Supervisor of Customer Accounts,Annual,2,1,123168.00,246336.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4205,Billing Exceptions and Escalation,B 13,1,0308,Staff Assistant,Annual,1,1,112260.00,112260.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4205,Billing Exceptions and Escalation,B 13,1,0308,Staff Assistant,Annual,1,1,107100.00,107100.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4205,Billing Exceptions and Escalation,B 13,1,0308,Staff Assistant,Annual,1,1,97668.00,97668.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4205,Billing Exceptions and Escalation,X 33,0,0306,Assistant Director,Annual,1,1,118128.00,118128.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4205,Billing Exceptions and Escalation,GY 10,10,0167,Manager of Revenue Collections,Annual,3,1,98664.00,295992.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4205,Billing Exceptions and Escalation,B 13,4,0110,Accountant,Annual,1,1,64668.00,64668.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4205,Billing Exceptions and Escalation,B 11,1,0109,Accounting Technician,Annual,1,1,93252.00,93252.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4205,Billing Exceptions and Escalation,B 11,1,0109,Accounting Technician,Annual,2,1,89028.00,178056.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4205,Billing Exceptions and Escalation,B 11,1,0109,Accounting Technician,Annual,1,1,58020.00,58020.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4205,Billing Exceptions and Escalation,B 11,1,0109,Accounting Technician,Annual,4,1,53736.00,214944.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4205,Billing Exceptions and Escalation,B 12,4,0101,Accountant I,Annual,2,1,69912.00,139824.00
LOCAL,27,Department of Finance,0200,Water Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4205,Billing Exceptions and Escalation,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,23011.00,23011.00
LOCAL,28,City Treasurer's Office,0200,Water Fund,1005,Office of City Treasurer,2005,Office of City Treasurer,3010,Portfolio Management,0000,,X 23,9,9676,Assistant City Treasurer,Annual,1,1,107628.00,107628.00
LOCAL,28,City Treasurer's Office,0200,Water Fund,1005,Office of City Treasurer,2005,Office of City Treasurer,3010,Portfolio Management,0000,,3 00,10,0340,Assistant to the City Treasurer,Annual,1,1,86520.00,86520.00
LOCAL,28,City Treasurer's Office,0200,Water Fund,1005,Office of City Treasurer,2005,Office of City Treasurer,3020,Administration,0000,,1 00,9,9185,Security Specialist,Annual,1,1,84000.00,84000.00
LOCAL,28,City Treasurer's Office,0200,Water Fund,1005,Office of City Treasurer,2005,Office of City Treasurer,3025,Economic Development,0000,,3 00,10,0340,Assistant to the City Treasurer,Annual,1,1,64308.00,64308.00
LOCAL,31,Department of Law,0200,Water Fund,1005,Department of Law,2005,Department of Law,3019,Torts,4002,Water Torts,L 03,9,1673,Assistant Corporation Counsel III,Annual,1,1,91308.00,91308.00
LOCAL,31,Department of Law,0200,Water Fund,1005,Department of Law,2005,Department of Law,3019,Torts,4002,Water Torts,1 00,9,1652,Chief Assistant Corporation Counsel,Annual,1,1,157284.00,157284.00
LOCAL,31,Department of Law,0200,Water Fund,1005,Department of Law,2005,Department of Law,3019,Torts,4002,Water Torts,L 05,9,1641,Assistant Corporation Counsel Supervisor,Annual,2,1,159324.00,318648.00
LOCAL,31,Department of Law,0200,Water Fund,1005,Department of Law,2005,Department of Law,3019,Torts,4002,Water Torts,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,698.00,698.00
LOCAL,31,Department of Law,0200,Water Fund,1005,Department of Law,2005,Department of Law,3022,Employment Litigation,4007,Water Employment Litigation,L 03,9,1673,Assistant Corporation Counsel III,Annual,1,1,109908.00,109908.00
LOCAL,31,Department of Law,0200,Water Fund,1005,Department of Law,2005,Department of Law,3028,Labor,4012,Water Labor,L 02,9,1672,Assistant Corporation Counsel II,Annual,1,1,79428.00,79428.00
LOCAL,31,Department of Law,0200,Water Fund,1005,Department of Law,2005,Department of Law,3028,Labor,4012,Water Labor,L 05,9,1641,Assistant Corporation Counsel Supervisor,Annual,1,1,115140.00,115140.00
LOCAL,31,Department of Law,0200,Water Fund,1005,Department of Law,2005,Department of Law,3028,Labor,4012,Water Labor,BX 15,10,1611,Case Analyst,Annual,1,1,110256.00,110256.00
LOCAL,31,Department of Law,0200,Water Fund,1005,Department of Law,2005,Department of Law,3039,Investigations and Prosecutions,4039,Legal Information,L 04,9,1674,Assistant Corporation Counsel Senior,Annual,1,1,145200.00,145200.00
LOCAL,31,Department of Law,0200,Water Fund,1005,Department of Law,2005,Department of Law,3039,Investigations and Prosecutions,4039,Legal Information,1 00,9,1652,Chief Assistant Corporation Counsel,Annual,1,1,157284.00,157284.00
LOCAL,31,Department of Law,0200,Water Fund,1005,Department of Law,2005,Department of Law,3039,Investigations and Prosecutions,4039,Legal Information,L 01,9,1643,Assistant Corporation Counsel I,Annual,1,1,95616.00,95616.00
LOCAL,31,Department of Law,0200,Water Fund,1005,Department of Law,2005,Department of Law,3249,Collections  Ownership and Administrative Litigation,0000,,1 00,9,1650,Deputy Corporation Counsel,Annual,1,1,170304.00,170304.00
LOCAL,31,Department of Law,0200,Water Fund,1005,Department of Law,2005,Department of Law,3249,Collections  Ownership and Administrative Litigation,0000,,L 01,9,1643,Assistant Corporation Counsel I,Annual,1,1,79428.00,79428.00
LOCAL,31,Department of Law,0200,Water Fund,1005,Department of Law,2005,Department of Law,3249,Collections  Ownership and Administrative Litigation,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,306.00,306.00
LOCAL,31,Department of Law,0200,Water Fund,1005,Department of Law,2005,Department of Law,3644,Finance and Economic Development,0000,,L 05,9,1641,Assistant Corporation Counsel Supervisor,Annual,1,1,159324.00,159324.00
LOCAL,33,Department of Human Resources,0200,Water Fund,1005,Department of Human Resources,2005,Department of Human Resources,3040,Employment Services  Hiring and Compensation,4045,Hiring Classification,G 04,1,1370,Testing Administrator,Annual,1,1,92808.00,92808.00
LOCAL,33,Department of Human Resources,0200,Water Fund,1005,Department of Human Resources,2005,Department of Human Resources,3040,Employment Services  Hiring and Compensation,4046,Employee Processing,G 05,1,1357,Recruiting Coordinator,Annual,1,1,69900.00,69900.00
LOCAL,33,Department of Human Resources,0200,Water Fund,1005,Department of Human Resources,2005,Department of Human Resources,3720,Employment Services  Hiring and Compensation,0000,,G 08,4,1380,Recruiter,Annual,1,1,133428.00,133428.00
LOCAL,33,Department of Human Resources,0200,Water Fund,1005,Department of Human Resources,2005,Department of Human Resources,3720,Employment Services  Hiring and Compensation,0000,,G 05,1,1357,Recruiting Coordinator,Annual,1,1,69900.00,69900.00
LOCAL,35,Department of Procurement Services,0200,Water Fund,1005,Department of Procurement Services,2005,Department of Procurement Services,3012,Contract Management,4008,Design And Construction,BX 18,0,1508,Senior Procurement Specialist,Annual,1,1,86520.00,86520.00
LOCAL,35,Department of Procurement Services,0200,Water Fund,1005,Department of Procurement Services,2005,Department of Procurement Services,3012,Contract Management,4008,Design And Construction,B 15,1,1507,Procurement Specialist,Annual,1,1,88140.00,88140.00
LOCAL,35,Department of Procurement Services,0200,Water Fund,1005,Department of Procurement Services,2005,Department of Procurement Services,3012,Contract Management,4008,Design And Construction,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1950.00,1950.00
LOCAL,35,Department of Procurement Services,0200,Water Fund,1005,Department of Procurement Services,2005,Department of Procurement Services,3012,Contract Management,4106,Goods And Services,B 15,1,1507,Procurement Specialist,Annual,1,1,112260.00,112260.00
LOCAL,35,Department of Procurement Services,0200,Water Fund,1005,Department of Procurement Services,2005,Department of Procurement Services,3012,Contract Management,4106,Goods And Services,B 15,1,1507,Procurement Specialist,Annual,1,1,96696.00,96696.00
LOCAL,35,Department of Procurement Services,0200,Water Fund,1005,Department of Procurement Services,2005,Department of Procurement Services,3012,Contract Management,4106,Goods And Services,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,7141.00,7141.00
LOCAL,35,Department of Procurement Services,0200,Water Fund,1005,Department of Procurement Services,2005,Department of Procurement Services,3024,Office of Contracting Equity,4031,Contracting Equity,G 06,1,1504,Certification / Compliance Officer,Annual,1,1,76956.00,76956.00
LOCAL,38,Department of Fleet and Facility Management,0200,Water Fund,1005,Fleet and Facility Management,2140,Bureau of Fleet Operations,3222,Fleet Operations - Water,0000,,2 0,42,7638,Hoisting Engineer - Mechanic,Hourly,11,1,59.60,1363648.00
LOCAL,38,Department of Fleet and Facility Management,0200,Water Fund,1005,Fleet and Facility Management,2140,Bureau of Fleet Operations,3222,Fleet Operations - Water,0000,,2 0,42,7634,Foreman of Hoisting Engineer - Mechanics,Hourly,1,1,60.60,126048.00
LOCAL,38,Department of Fleet and Facility Management,0200,Water Fund,1005,Fleet and Facility Management,2140,Bureau of Fleet Operations,3222,Fleet Operations - Water,0000,,2 0,8,7186,Motor Truck Driver - Tire Repair,Hourly,4,1,46.37,385798.00
LOCAL,38,Department of Fleet and Facility Management,0200,Water Fund,1005,Fleet and Facility Management,2140,Bureau of Fleet Operations,3222,Fleet Operations - Water,0000,,2 0,8,7183,Motor Truck Driver,Hourly,1,1,45.68,95014.00
LOCAL,38,Department of Fleet and Facility Management,0200,Water Fund,1005,Fleet and Facility Management,2140,Bureau of Fleet Operations,3222,Fleet Operations - Water,0000,,2 0,8,7160,Fleet Services Assistant,Hourly,5,1,31.52,327808.00
LOCAL,38,Department of Fleet and Facility Management,0200,Water Fund,1005,Fleet and Facility Management,2140,Bureau of Fleet Operations,3222,Fleet Operations - Water,0000,,P 12,8,7136,Service Writer,Annual,1,1,102300.00,102300.00
LOCAL,38,Department of Fleet and Facility Management,0200,Water Fund,1005,Fleet and Facility Management,2140,Bureau of Fleet Operations,3222,Fleet Operations - Water,0000,,P 12,8,7136,Service Writer,Annual,1,1,66648.00,66648.00
LOCAL,38,Department of Fleet and Facility Management,0200,Water Fund,1005,Fleet and Facility Management,2140,Bureau of Fleet Operations,3222,Fleet Operations - Water,0000,,2 0,36,6679,Foreman of Machinists - Automotive,Hourly,2,1,58.24,242278.00
LOCAL,38,Department of Fleet and Facility Management,0200,Water Fund,1005,Fleet and Facility Management,2140,Bureau of Fleet Operations,3222,Fleet Operations - Water,0000,,2 0,36,6673,Machinist - Automotive,Hourly,14,1,55.74,1623149.00
LOCAL,38,Department of Fleet and Facility Management,0200,Water Fund,1005,Fleet and Facility Management,2140,Bureau of Fleet Operations,3222,Fleet Operations - Water,0000,,2 0,24,6605,Blacksmith,Hourly,2,1,52.10,216736.00
LOCAL,38,Department of Fleet and Facility Management,0200,Water Fund,1005,Fleet and Facility Management,2140,Bureau of Fleet Operations,3222,Fleet Operations - Water,0000,,2 0,32,5034,Electrical Mechanic - Automotive,Hourly,3,1,53.80,335712.00
LOCAL,38,Department of Fleet and Facility Management,0200,Water Fund,1005,Fleet and Facility Management,2140,Bureau of Fleet Operations,3222,Fleet Operations - Water,0000,,B 12,1,0432,Supervising Clerk,Annual,1,1,89028.00,89028.00
LOCAL,38,Department of Fleet and Facility Management,0200,Water Fund,1005,Fleet and Facility Management,2140,Bureau of Fleet Operations,3222,Fleet Operations - Water,0000,,B 10,1,0431,Clerk IV,Annual,1,1,84972.00,84972.00
LOCAL,38,Department of Fleet and Facility Management,0200,Water Fund,1005,Fleet and Facility Management,2140,Bureau of Fleet Operations,3222,Fleet Operations - Water,0000,,B 10,1,0431,Clerk IV,Annual,1,1,48960.00,48960.00
LOCAL,38,Department of Fleet and Facility Management,0200,Water Fund,1005,Fleet and Facility Management,2140,Bureau of Fleet Operations,3222,Fleet Operations - Water,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,4206.00,4206.00
LOCAL,38,Department of Fleet and Facility Management,0200,Water Fund,1005,Fleet and Facility Management,2140,Bureau of Fleet Operations,3222,Fleet Operations - Water,0000,,1 00,0,0012,Contract Wage Increment - Prevailing Rate,Annual,0,0,62064.00,62064.00
